Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
42847,443,14614,443,allow,162,102,60,2,4,1,1
65246,53,9355,53,allow,179,94,85,2,29,1,1
56444,53,36861,53,allow,730,102,628,2,29,1,1
63960,53,45995,53,allow,178,94,84,2,30,1,1
55830,53,49103,53,allow,184,94,90,2,29,1,1
56415,53,18388,53,allow,179,94,85,2,29,1,1
55155,53,2864,53,allow,183,94,89,2,29,1,1
50156,53,35377,53,allow,178,94,84,2,29,1,1
55533,53,54545,53,allow,183,94,89,2,29,1,1
64244,53,64721,53,allow,199,102,97,2,29,1,1
55155,53,64785,53,allow,183,94,89,2,29,1,1
55130,53,39778,53,allow,216,110,106,2,29,1,1
65042,53,26467,53,allow,183,94,89,2,29,1,1
55822,53,10353,53,allow,324,126,198,2,30,1,1
64837,53,39780,53,allow,195,102,93,2,30,1,1
53853,53,0,0,allow,139,70,69,2,30,1,1
65262,53,31670,53,allow,216,110,106,2,30,1,1
56426,53,49161,53,allow,184,94,90,2,30,1,1
64818,53,61380,53,allow,260,102,158,2,30,1,1
64473,53,9936,53,allow,184,94,90,2,30,1,1
64862,53,39051,53,allow,211,110,101,2,30,1,1
49563,53,27885,53,allow,200,102,98,2,30,1,1
64460,53,29713,53,allow,196,102,94,2,30,1,1
64416,53,56387,53,allow,291,110,181,2,30,1,1
56889,53,22522,53,allow,211,110,101,2,30,1,1
56358,53,65243,53,allow,210,110,100,2,33,1,1
49310,53,37425,53,allow,239,102,137,2,30,1,1
58058,80,25761,80,allow,318,192,126,6,21,4,2
65246,53,26370,53,allow,179,94,85,2,30,1,1
56673,53,10759,53,allow,193,102,91,2,30,1,1
64534,53,35373,53,allow,214,110,104,2,30,1,1
64795,53,2622,53,allow,338,110,228,2,30,1,1
65451,53,62075,53,allow,194,102,92,2,30,1,1
64897,53,54215,53,allow,312,94,218,2,30,1,1
49245,53,24840,53,allow,195,102,93,2,30,1,1
49419,53,29016,53,allow,252,102,150,2,30,1,1
65512,53,38019,53,allow,265,102,163,2,30,1,1
55533,53,2426,53,allow,183,94,89,2,30,1,1
56673,53,26407,53,allow,193,102,91,2,30,1,1
49692,53,65365,53,allow,212,110,102,2,30,1,1
64666,53,52653,53,allow,226,102,124,2,30,1,1
51109,80,7098,80,allow,366,240,126,7,20,5,2
64200,53,27722,53,allow,193,102,91,2,30,1,1
64200,53,25588,53,allow,193,102,91,2,30,1,1
65107,53,27622,53,allow,193,102,91,2,30,1,1
49692,53,33543,53,allow,212,110,102,2,30,1,1
64041,53,42434,53,allow,198,94,104,2,30,1,1
49692,53,30173,53,allow,212,110,102,2,30,1,1
63960,53,27823,53,allow,178,94,84,2,30,1,1
56532,53,37108,53,allow,164,86,78,2,30,1,1
49671,53,34167,53,allow,242,110,132,2,30,1,1
49551,80,48076,80,allow,1769,873,896,11,15,6,5
57436,66,13833,66,allow,70,70,0,2,7,2,0
56661,53,7946,53,allow,297,102,195,4,33,2,2
64627,53,53750,53,allow,305,101,204,4,44,2,2
49828,53,44800,53,allow,733,86,647,2,29,1,1
56166,53,54206,53,allow,193,102,91,2,29,1,1
41764,53,7946,53,allow,168,78,90,2,29,1,1
64872,53,24466,53,allow,730,102,628,2,29,1,1
51110,80,59490,80,allow,1524,1028,496,10,20,7,3
57177,53,20677,53,allow,179,94,85,2,29,1,1
49372,53,4796,53,allow,527,208,319,6,64,3,3
56627,53,58271,53,allow,193,102,91,2,29,1,1
55867,53,51725,53,allow,184,94,90,2,29,1,1
49216,53,14364,53,allow,181,94,87,2,30,1,1
49162,53,33526,53,allow,183,94,89,2,30,1,1
49940,53,16387,53,allow,257,110,147,2,29,1,1
55126,53,61612,53,allow,193,102,91,2,29,1,1
55184,53,59449,53,allow,183,94,89,2,30,1,1
56889,53,49457,53,allow,211,110,101,2,30,1,1
49372,53,58789,53,allow,216,110,106,2,30,1,1
56104,53,19874,53,allow,210,110,100,2,30,1,1
65262,53,52236,53,allow,216,110,106,2,30,1,1
49864,53,63965,53,allow,193,102,91,2,30,1,1
64460,53,42311,53,allow,196,102,94,2,31,1,1
49825,53,56726,53,allow,168,86,82,2,30,1,1
64036,53,20328,53,allow,183,94,89,2,30,1,1
65144,53,10538,53,allow,210,110,100,2,30,1,1
49669,53,30235,53,allow,197,94,103,2,30,1,1
49435,53,45474,53,allow,720,94,626,2,30,1,1
42846,443,19024,443,allow,162,102,60,2,5,1,1
49247,53,7662,53,allow,478,196,282,6,63,3,3
56673,53,29686,53,allow,193,102,91,2,30,1,1
56041,53,26244,53,allow,179,94,85,2,30,1,1
57416,53,53787,53,allow,193,102,91,2,30,1,1
64417,53,10923,53,allow,231,102,129,2,30,1,1
64555,53,55605,53,allow,167,86,81,2,30,1,1
65262,53,62763,53,allow,216,110,106,2,30,1,1
49216,53,15355,53,allow,181,94,87,2,30,1,1
65176,53,39241,53,allow,193,102,91,2,30,1,1
64862,53,53283,53,allow,211,110,101,2,30,1,1
49770,80,9129,80,allow,254,128,126,5,15,3,2
65246,53,35369,53,allow,179,94,85,2,30,1,1
55126,53,18152,53,allow,193,102,91,2,30,1,1
64911,53,45523,53,allow,209,110,99,2,30,1,1
65523,53,26977,53,allow,228,94,134,2,30,1,1
64200,53,53095,53,allow,193,102,91,2,30,1,1
44158,443,51060,443,allow,232,172,60,3,5,2,1
55130,53,20364,53,allow,216,110,106,2,30,1,1
55344,53,59156,53,allow,212,110,102,2,30,1,1
57038,53,2434,53,allow,186,102,84,2,30,1,1
56387,53,17582,53,allow,183,94,89,2,30,1,1
49235,53,22418,53,allow,172,94,78,2,30,1,1
63960,53,31296,53,allow,178,94,84,2,30,1,1
64514,53,1734,53,allow,209,102,107,2,30,1,1
55630,53,39473,53,allow,197,102,95,2,30,1,1
49864,53,57559,53,allow,193,102,91,2,30,1,1
56041,53,56903,53,allow,179,94,85,2,30,1,1
64473,53,39348,53,allow,184,94,90,2,31,1,1
55184,53,63377,53,allow,183,94,89,2,30,1,1
65025,53,23591,53,allow,347,94,253,2,30,1,1
53829,53,12567,53,allow,258,86,172,2,31,1,1
65451,53,9650,53,allow,194,102,92,2,31,1,1
65107,53,31681,53,allow,193,102,91,2,31,1,1
64319,53,34050,53,allow,193,102,91,2,31,1,1
65251,53,39893,53,allow,179,94,85,2,31,1,1
64619,53,39601,53,allow,179,94,85,2,31,1,1
64872,53,64528,53,allow,166,86,80,2,31,1,1
50037,53,63751,53,allow,195,102,93,2,31,1,1
49501,53,63385,53,allow,193,102,91,2,31,1,1
50037,53,12005,53,allow,195,102,93,2,30,1,1
55630,53,11814,53,allow,197,102,95,2,30,1,1
64070,53,32128,53,allow,243,94,149,2,31,1,1
55184,53,41873,53,allow,183,94,89,2,31,1,1
49216,53,46478,53,allow,316,91,225,4,32,2,2
42317,443,11761,443,allow,416,210,206,7,27,4,3
64103,445,0,0,drop,70,70,0,1,0,1,0
59274,445,0,0,drop,70,70,0,1,0,1,0
59273,445,0,0,drop,70,70,0,1,0,1,0
59271,445,0,0,drop,70,70,0,1,0,1,0
59267,445,0,0,drop,70,70,0,1,0,1,0
59255,445,0,0,drop,70,70,0,1,0,1,0
59254,445,0,0,drop,70,70,0,1,0,1,0
59251,445,0,0,drop,70,70,0,1,0,1,0
59244,445,0,0,drop,70,70,0,1,0,1,0
59245,445,0,0,drop,70,70,0,1,0,1,0
64094,445,0,0,drop,70,70,0,1,0,1,0
64093,445,0,0,drop,70,70,0,1,0,1,0
64092,445,0,0,drop,70,70,0,1,0,1,0
59503,445,0,0,drop,66,66,0,1,0,1,0
62143,23,0,0,deny,60,60,0,1,0,1,0
59233,445,0,0,drop,70,70,0,1,0,1,0
64087,445,0,0,drop,70,70,0,1,0,1,0
64084,445,0,0,drop,70,70,0,1,0,1,0
59487,445,0,0,drop,66,66,0,1,0,1,0
59486,445,0,0,drop,66,66,0,1,0,1,0
59228,445,0,0,drop,70,70,0,1,0,1,0
59220,445,0,0,drop,70,70,0,1,0,1,0
59219,445,0,0,drop,70,70,0,1,0,1,0
59218,445,0,0,drop,70,70,0,1,0,1,0
64073,445,0,0,drop,70,70,0,1,0,1,0
59215,445,0,0,drop,70,70,0,1,0,1,0
59213,445,0,0,drop,70,70,0,1,0,1,0
64068,445,0,0,drop,70,70,0,1,0,1,0
64067,445,0,0,drop,70,70,0,1,0,1,0
59481,445,0,0,drop,66,66,0,1,0,1,0
59476,445,0,0,drop,66,66,0,1,0,1,0
59475,445,0,0,drop,66,66,0,1,0,1,0
59474,445,0,0,drop,66,66,0,1,0,1,0
59466,445,0,0,drop,66,66,0,1,0,1,0
59470,445,0,0,drop,66,66,0,1,0,1,0
59467,445,0,0,drop,66,66,0,1,0,1,0
59465,445,0,0,drop,66,66,0,1,0,1,0
64059,445,0,0,drop,70,70,0,1,0,1,0
64057,445,0,0,drop,70,70,0,1,0,1,0
64056,445,0,0,drop,70,70,0,1,0,1,0
64053,445,0,0,drop,70,70,0,1,0,1,0
59206,445,0,0,drop,70,70,0,1,0,1,0
59199,445,0,0,drop,70,70,0,1,0,1,0
59197,445,0,0,drop,70,70,0,1,0,1,0
59458,445,0,0,drop,66,66,0,1,0,1,0
64044,445,0,0,drop,70,70,0,1,0,1,0
59456,445,0,0,drop,66,66,0,1,0,1,0
59193,445,0,0,drop,70,70,0,1,0,1,0
59454,445,0,0,drop,66,66,0,1,0,1,0
59452,445,0,0,drop,66,66,0,1,0,1,0
59191,445,0,0,drop,70,70,0,1,0,1,0
59450,445,0,0,drop,66,66,0,1,0,1,0
36893,67,0,0,deny,60,60,0,1,0,1,0
59187,445,0,0,drop,70,70,0,1,0,1,0
64037,445,0,0,drop,70,70,0,1,0,1,0
59186,445,0,0,drop,70,70,0,1,0,1,0
59440,445,0,0,drop,66,66,0,1,0,1,0
59181,445,0,0,drop,70,70,0,1,0,1,0
59432,445,0,0,drop,66,66,0,1,0,1,0
64017,445,0,0,drop,70,70,0,1,0,1,0
59429,445,0,0,drop,66,66,0,1,0,1,0
59168,445,0,0,drop,70,70,0,1,0,1,0
59422,445,0,0,drop,66,66,0,1,0,1,0
50272,443,27135,443,allow,772,432,340,12,18,7,5
43311,80,24777,80,allow,811,671,140,6,31,4,2
56572,53,56572,53,allow,253,99,154,2,32,1,1
54319,53,54319,53,allow,253,99,154,2,32,1,1
64912,53,12678,53,allow,182,93,89,2,31,1,1
56468,53,8242,53,allow,176,90,86,2,30,1,1
60380,443,29465,443,allow,70,70,0,1,5,1,0
64319,53,16100,53,allow,186,95,91,2,30,1,1
49501,53,44593,53,allow,186,95,91,2,31,1,1
39232,53,39232,53,allow,215,80,135,2,32,1,1
49837,53,8590,53,allow,176,90,86,2,30,1,1
64357,53,4119,53,allow,182,93,89,2,31,1,1
58467,53,16449,53,allow,235,95,140,2,31,1,1
49274,53,46367,53,allow,194,99,95,2,31,1,1
49312,53,34351,53,allow,767,102,665,2,31,1,1
56395,53,20688,53,allow,170,87,83,2,31,1,1
65524,53,51364,53,allow,182,93,89,2,31,1,1
59414,445,0,0,drop,66,66,0,1,0,1,0
59165,445,0,0,drop,70,70,0,1,0,1,0
64006,445,0,0,drop,70,70,0,1,0,1,0
64005,445,0,0,drop,70,70,0,1,0,1,0
64004,445,0,0,drop,70,70,0,1,0,1,0
59161,445,0,0,drop,70,70,0,1,0,1,0
59402,445,0,0,drop,66,66,0,1,0,1,0
59403,445,0,0,drop,66,66,0,1,0,1,0
59404,445,0,0,drop,66,66,0,1,0,1,0
59401,445,0,0,drop,66,66,0,1,0,1,0
59405,445,0,0,drop,66,66,0,1,0,1,0
59398,445,0,0,drop,66,66,0,1,0,1,0
59399,445,0,0,drop,66,66,0,1,0,1,0
59400,445,0,0,drop,66,66,0,1,0,1,0
59159,445,0,0,drop,70,70,0,1,0,1,0
54825,444,0,0,deny,60,60,0,1,0,1,0
49245,53,23757,53,allow,195,102,93,2,30,1,1
65107,53,53716,53,allow,193,102,91,2,30,1,1
64619,53,61367,53,allow,438,89,349,4,44,2,2
62348,443,31303,443,allow,1592,965,627,15,20,7,8
49621,53,6731,53,allow,501,188,313,6,33,3,3
49621,53,59180,53,allow,287,93,194,4,56,2,2
49864,53,49733,53,allow,193,102,91,2,29,1,1
57397,53,11845,53,allow,183,94,89,2,29,1,1
64172,53,13713,53,allow,197,102,95,2,29,1,1
49621,53,9845,53,allow,183,94,89,2,29,1,1
49825,53,31559,53,allow,168,86,82,2,29,1,1
59402,53,59402,53,allow,216,90,126,2,29,1,1
65332,53,1654,53,allow,226,86,140,2,29,1,1
49563,53,41117,53,allow,200,102,98,2,29,1,1
49837,53,4839,53,allow,180,94,86,2,29,1,1
57397,53,24712,53,allow,183,94,89,2,30,1,1
56426,53,8485,53,allow,184,94,90,2,30,1,1
56936,80,5916,80,allow,1490,886,604,10,75,6,4
63896,80,57609,80,allow,314,192,122,6,15,4,2
64319,53,2772,53,allow,193,102,91,2,30,1,1
49164,53,54796,53,allow,226,102,124,2,30,1,1
64912,53,47656,53,allow,183,94,89,2,30,1,1
55229,53,60362,53,allow,720,94,626,2,30,1,1
57397,53,3449,53,allow,183,94,89,2,30,1,1
49337,53,51649,53,allow,258,126,132,2,30,1,1
64365,53,55898,53,allow,196,94,102,2,30,1,1
65049,53,51039,53,allow,184,94,90,2,30,1,1
64460,53,1617,53,allow,196,102,94,2,30,1,1
56497,443,18628,443,allow,1343,763,580,14,26,8,6
56468,53,30389,53,allow,180,94,86,2,30,1,1
50270,443,3425,443,allow,868,514,354,13,18,8,5
55630,53,24833,53,allow,197,102,95,2,30,1,1
56144,53,26768,53,allow,180,94,86,2,30,1,1
64592,53,20935,53,allow,177,94,83,2,30,1,1
65007,53,25080,53,allow,180,86,94,2,30,1,1
56935,80,54520,80,allow,1482,878,604,10,75,6,4
65144,53,24637,53,allow,210,110,100,2,30,1,1
64678,53,43744,53,allow,289,102,187,2,30,1,1
49180,53,37264,53,allow,314,97,217,4,34,2,2
56644,80,27121,80,allow,234,234,0,4,12,4,0
56498,443,11650,443,allow,1343,763,580,14,26,8,6
64036,53,28611,53,allow,360,93,267,4,57,2,2
49876,53,42623,53,allow,211,102,109,2,30,1,1
56468,53,1634,53,allow,180,94,86,2,30,1,1
56938,80,50995,80,allow,1403,841,562,10,75,6,4
53455,53,0,0,allow,82,82,0,2,40,2,0
53757,1,21144,1,allow,70,70,0,2,8,2,0
49247,53,56867,53,allow,478,196,282,6,63,3,3
36386,443,8343,443,allow,1209,709,500,14,28,8,6
57416,53,53137,53,allow,193,102,91,2,29,1,1
49323,53,47360,53,allow,196,102,94,2,29,1,1
64872,53,61410,53,allow,166,86,80,2,29,1,1
49510,53,6465,53,allow,329,118,211,2,29,1,1
49355,53,58716,53,allow,193,102,91,2,29,1,1
49825,53,18724,53,allow,168,86,82,2,29,1,1
56532,53,65053,53,allow,164,86,78,2,29,1,1
64319,53,63281,53,allow,193,102,91,2,29,1,1
64475,53,62342,53,allow,184,94,90,2,29,1,1
64095,53,51473,53,allow,269,110,159,2,30,1,1
64105,53,29112,53,allow,300,102,198,2,30,1,1
64473,53,45476,53,allow,184,94,90,2,30,1,1
43702,443,33020,443,allow,1201,707,494,12,26,7,5
58050,80,17128,80,allow,318,192,126,6,20,4,2
49197,53,3341,53,allow,249,94,155,2,30,1,1
50275,443,24781,443,allow,708,362,346,11,18,6,5
55668,80,2182,80,allow,70,70,0,2,8,2,0
60995,443,4422,443,allow,1351,846,505,12,19,7,5
64592,53,18733,53,allow,177,94,83,2,30,1,1
64026,53,2303,53,allow,244,94,150,2,31,1,1
43701,443,61661,443,allow,1201,707,494,12,26,7,5
50279,443,26201,443,allow,1128,654,474,17,18,10,7
44861,443,14296,443,allow,1625,1038,587,14,27,8,6
49355,53,27262,53,allow,193,102,91,2,30,1,1
64475,53,56537,53,allow,184,94,90,2,30,1,1
56771,53,12754,53,allow,261,94,167,2,30,1,1
56675,53,13397,53,allow,254,94,160,2,30,1,1
65251,53,45927,53,allow,183,98,85,3,31,2,1
57179,53,11960,53,allow,325,94,231,2,30,1,1
64912,53,33217,53,allow,183,94,89,2,31,1,1
49654,53,58880,53,allow,214,110,104,2,31,1,1
52788,53,56727,53,allow,196,94,102,2,30,1,1
64357,53,36127,53,allow,183,94,89,2,30,1,1
49274,53,14620,53,allow,197,102,95,2,30,1,1
50562,53,50562,53,allow,216,82,134,2,32,1,1
64813,53,4341,53,allow,180,94,86,2,30,1,1
49569,53,17630,53,allow,213,94,119,2,30,1,1
49654,53,53040,53,allow,214,110,104,2,30,1,1
49501,53,46075,53,allow,343,92,251,4,32,2,2
49355,53,60733,53,allow,193,102,91,2,30,1,1
56468,53,3693,53,allow,180,94,86,2,30,1,1
54826,444,0,0,deny,60,60,0,1,0,1,0
59155,445,0,0,drop,70,70,0,1,0,1,0
63997,445,0,0,drop,70,70,0,1,0,1,0
63987,445,0,0,drop,70,70,0,1,0,1,0
59148,445,0,0,drop,70,70,0,1,0,1,0
59383,445,0,0,drop,66,66,0,1,0,1,0
59384,445,0,0,drop,66,66,0,1,0,1,0
59386,445,0,0,drop,66,66,0,1,0,1,0
59146,445,0,0,drop,70,70,0,1,0,1,0
59145,445,0,0,drop,70,70,0,1,0,1,0
59144,445,0,0,drop,70,70,0,1,0,1,0
63984,445,0,0,drop,70,70,0,1,0,1,0
59143,445,0,0,drop,70,70,0,1,0,1,0
59139,445,0,0,drop,70,70,0,1,0,1,0
59141,445,0,0,drop,70,70,0,1,0,1,0
63983,445,0,0,drop,70,70,0,1,0,1,0
63981,445,0,0,drop,70,70,0,1,0,1,0
63980,445,0,0,drop,70,70,0,1,0,1,0
59125,445,0,0,drop,70,70,0,1,0,1,0
59124,445,0,0,drop,70,70,0,1,0,1,0
59119,445,0,0,drop,70,70,0,1,0,1,0
59114,445,0,0,drop,70,70,0,1,0,1,0
59115,445,0,0,drop,70,70,0,1,0,1,0
63966,445,0,0,drop,70,70,0,1,0,1,0
63964,445,0,0,drop,70,70,0,1,0,1,0
59373,445,0,0,drop,66,66,0,1,0,1,0
54242,443,22470,443,allow,499,425,74,4,0,3,1
54241,443,12202,443,allow,499,425,74,4,0,3,1
59103,445,0,0,drop,70,70,0,1,0,1,0
63958,445,0,0,drop,70,70,0,1,0,1,0
63957,445,0,0,drop,70,70,0,1,0,1,0
59099,445,0,0,drop,70,70,0,1,0,1,0
59357,445,0,0,drop,66,66,0,1,0,1,0
59355,445,0,0,drop,66,66,0,1,0,1,0
59090,445,0,0,drop,70,70,0,1,0,1,0
59089,445,0,0,drop,70,70,0,1,0,1,0
59087,445,0,0,drop,70,70,0,1,0,1,0
59084,445,0,0,drop,70,70,0,1,0,1,0
59082,445,0,0,drop,70,70,0,1,0,1,0
63945,445,0,0,drop,70,70,0,1,0,1,0
63939,445,0,0,drop,70,70,0,1,0,1,0
63942,445,0,0,drop,70,70,0,1,0,1,0
63940,445,0,0,drop,70,70,0,1,0,1,0
59350,445,0,0,drop,66,66,0,1,0,1,0
59335,445,0,0,drop,66,66,0,1,0,1,0
59336,445,0,0,drop,66,66,0,1,0,1,0
59341,445,0,0,drop,66,66,0,1,0,1,0
59343,445,0,0,drop,66,66,0,1,0,1,0
59339,445,0,0,drop,66,66,0,1,0,1,0
59338,445,0,0,drop,66,66,0,1,0,1,0
59345,445,0,0,drop,66,66,0,1,0,1,0
63931,445,0,0,drop,70,70,0,1,0,1,0
59077,445,0,0,drop,70,70,0,1,0,1,0
63929,445,0,0,drop,70,70,0,1,0,1,0
63928,445,0,0,drop,70,70,0,1,0,1,0
63925,445,0,0,drop,70,70,0,1,0,1,0
59069,445,0,0,drop,70,70,0,1,0,1,0
59067,445,0,0,drop,70,70,0,1,0,1,0
63919,445,0,0,drop,70,70,0,1,0,1,0
59328,445,0,0,drop,66,66,0,1,0,1,0
59062,445,0,0,drop,70,70,0,1,0,1,0
59061,445,0,0,drop,70,70,0,1,0,1,0
59326,445,0,0,drop,66,66,0,1,0,1,0
49286,23,0,0,deny,60,60,0,1,0,1,0
59325,445,0,0,drop,66,66,0,1,0,1,0
59324,445,0,0,drop,66,66,0,1,0,1,0
59321,445,0,0,drop,66,66,0,1,0,1,0
59057,445,0,0,drop,70,70,0,1,0,1,0
59055,445,0,0,drop,70,70,0,1,0,1,0
63909,445,0,0,drop,70,70,0,1,0,1,0
63898,445,0,0,drop,70,70,0,1,0,1,0
59310,445,0,0,drop,66,66,0,1,0,1,0
59051,445,0,0,drop,70,70,0,1,0,1,0
54986,53,11167,53,allow,212,108,104,2,31,1,1
54379,80,23086,80,allow,1466,729,737,12,16,7,5
56594,53,29926,53,allow,788,108,680,2,30,1,1
64813,53,27372,53,allow,176,90,86,2,30,1,1
65238,53,13271,53,allow,86,86,0,1,30,1,0
41577,53,15196,53,allow,168,78,90,2,30,1,1
57354,53,55769,53,allow,767,102,665,2,30,1,1
52460,53,0,0,allow,82,82,0,1,30,1,0
51876,443,3089,443,allow,1852,1103,749,16,32,9,7
56413,53,30670,53,allow,224,94,130,2,30,1,1
49201,53,5443,53,allow,200,102,98,2,31,1,1
36767,53,36767,53,allow,237,93,144,2,31,1,1
47000,53,0,0,allow,82,82,0,1,31,1,0
42190,53,42190,53,allow,639,86,553,2,31,1,1
65428,53,7407,53,allow,731,85,646,2,31,1,1
49621,53,49621,53,allow,231,90,141,2,31,1,1
59303,445,0,0,drop,66,66,0,1,0,1,0
63888,445,0,0,drop,70,70,0,1,0,1,0
59301,445,0,0,drop,66,66,0,1,0,1,0
64606,53,40619,53,allow,278,118,160,2,30,1,1
54986,53,26600,53,allow,214,110,104,2,30,1,1
59053,53,2855,53,allow,227,86,141,2,30,1,1
65524,53,59878,53,allow,183,94,89,2,30,1,1
43523,53,26419,53,allow,168,78,90,2,30,1,1
64036,53,62200,53,allow,183,94,89,2,29,1,1
65049,53,41682,53,allow,184,94,90,2,29,1,1
56221,53,31091,53,allow,177,94,83,2,29,1,1
64334,53,61866,53,allow,311,94,217,2,30,1,1
64093,53,55556,53,allow,213,94,119,2,30,1,1
56522,80,49102,80,allow,798,401,397,7,17,5,2
49520,80,52279,80,allow,2011,975,1036,13,70,7,6
49540,80,39259,80,allow,374,192,182,7,42,4,3
49516,80,21754,80,allow,1256,746,510,11,70,6,5
49690,53,14782,53,allow,790,110,680,2,29,1,1
63317,53,0,0,allow,181,86,95,2,30,1,1
56395,53,28310,53,allow,177,94,83,2,30,1,1
65049,53,38762,53,allow,184,94,90,2,30,1,1
49245,53,64738,53,allow,195,102,93,2,30,1,1
56221,53,42617,53,allow,177,94,83,2,29,1,1
50345,80,27840,80,allow,736,670,66,6,15,5,1
55559,53,14649,53,allow,1026,292,734,8,50,4,4
55464,53,8236,53,allow,214,110,104,2,30,1,1
54986,53,42487,53,allow,214,110,104,2,30,1,1
55695,53,46724,53,allow,209,102,107,2,30,1,1
64554,53,57103,53,allow,498,204,294,6,30,3,3
55479,53,49461,53,allow,232,94,138,2,30,1,1
41246,443,27215,443,allow,234,234,0,4,12,4,0
51834,80,36073,80,allow,366,240,126,7,32,5,2
60297,53,6955,53,allow,227,86,141,2,30,1,1
56120,53,36940,53,allow,212,102,110,2,30,1,1
40050,53,42804,53,allow,168,78,90,2,30,1,1
48966,53,48747,53,allow,168,78,90,2,30,1,1
64357,53,13293,53,allow,183,94,89,2,30,1,1
55495,53,24897,53,allow,305,94,211,2,30,1,1
65236,53,60243,53,allow,247,118,129,2,30,1,1
56252,53,46494,53,allow,531,90,441,4,41,2,2
65377,53,55727,53,allow,207,86,121,2,30,1,1
49793,53,56349,53,allow,271,102,169,2,30,1,1
56470,53,27427,53,allow,168,78,90,2,30,1,1
65194,53,9315,53,allow,265,91,174,4,36,2,2
37790,443,42788,443,allow,448,78,370,6,25,1,5
50347,80,44018,80,allow,1671,862,809,10,15,5,5
46492,80,56877,80,allow,1967,1133,834,12,45,7,5
49539,80,49460,80,allow,378,192,186,7,42,4,3
49911,53,26669,53,allow,258,110,148,2,30,1,1
65238,53,22542,53,allow,168,86,82,2,29,1,1
64813,53,44563,53,allow,180,94,86,2,30,1,1
56181,53,2631,53,allow,784,94,690,2,29,1,1
65144,53,2841,53,allow,210,110,100,2,29,1,1
49762,53,15647,53,allow,195,94,101,2,30,1,1
49703,53,48424,53,allow,198,86,112,2,30,1,1
55158,53,38311,53,allow,212,102,110,2,30,1,1
64357,53,57507,53,allow,271,85,186,4,30,2,2
49574,53,12004,53,allow,337,110,227,2,30,1,1
55756,53,23922,53,allow,311,94,217,2,30,1,1
51451,80,37614,80,allow,214,140,74,4,15,3,1
65463,53,27388,53,allow,210,102,108,2,30,1,1
59627,53,32997,53,allow,290,102,188,2,30,1,1
49935,53,2977,53,allow,370,94,276,2,30,1,1
55464,53,12452,53,allow,214,110,104,2,30,1,1
56263,53,57350,53,allow,385,134,251,2,31,1,1
64374,53,45440,53,allow,239,102,137,2,30,1,1
64912,53,24794,53,allow,183,94,89,2,30,1,1
64384,53,2219,53,allow,333,94,239,2,30,1,1
56680,53,8517,53,allow,211,102,109,2,30,1,1
64813,53,11826,53,allow,335,90,245,4,35,2,2
64298,53,48284,53,allow,311,118,193,2,30,1,1
56395,53,7674,53,allow,177,94,83,2,30,1,1
55204,53,12205,53,allow,263,94,169,2,30,1,1
56451,53,25472,53,allow,322,102,220,2,30,1,1
64588,53,18701,53,allow,211,102,109,2,30,1,1
65146,53,35272,53,allow,763,102,661,2,31,1,1
49936,53,28353,53,allow,211,102,109,2,31,1,1
49501,53,50847,53,allow,193,102,91,2,31,1,1
56035,53,29824,53,allow,337,94,243,2,30,1,1
55242,53,7339,53,allow,373,126,247,2,30,1,1
55333,123,5768,123,allow,184,94,90,2,30,1,1
55634,53,46753,53,allow,308,102,206,2,30,1,1
54986,53,61995,53,allow,214,110,104,2,30,1,1
51918,80,52022,80,allow,426,240,186,8,29,5,3
57165,53,7622,53,allow,498,204,294,6,30,3,3
56125,53,56568,53,allow,311,118,193,2,30,1,1
65524,53,37598,53,allow,183,94,89,2,30,1,1
56684,53,21413,53,allow,301,94,207,2,31,1,1
64281,53,45768,53,allow,214,110,104,2,31,1,1
53501,443,53501,443,allow,960,539,421,9,36,5,4
51900,80,40398,80,allow,366,240,126,7,29,5,2
50337,80,47050,80,allow,1083,653,430,8,16,5,3
51913,80,58997,80,allow,366,240,126,7,29,5,2
51841,443,41534,443,allow,1686,984,702,15,32,8,7
49675,53,62009,53,allow,78,78,0,1,30,1,0
65252,53,49878,53,allow,249,102,147,2,30,1,1
59038,445,0,0,drop,70,70,0,1,0,1,0
59293,445,0,0,drop,66,66,0,1,0,1,0
59035,445,0,0,drop,70,70,0,1,0,1,0
59290,445,0,0,drop,66,66,0,1,0,1,0
59030,445,0,0,drop,70,70,0,1,0,1,0
59029,445,0,0,drop,70,70,0,1,0,1,0
63878,445,0,0,drop,70,70,0,1,0,1,0
63876,445,0,0,drop,70,70,0,1,0,1,0
59271,445,0,0,drop,66,66,0,1,0,1,0
59275,445,0,0,drop,66,66,0,1,0,1,0
59277,445,0,0,drop,66,66,0,1,0,1,0
59276,445,0,0,drop,66,66,0,1,0,1,0
59272,445,0,0,drop,66,66,0,1,0,1,0
59270,445,0,0,drop,66,66,0,1,0,1,0
59274,445,0,0,drop,66,66,0,1,0,1,0
59269,445,0,0,drop,66,66,0,1,0,1,0
59027,445,0,0,drop,70,70,0,1,0,1,0
59020,445,0,0,drop,70,70,0,1,0,1,0
63868,445,0,0,drop,70,70,0,1,0,1,0
63871,445,0,0,drop,70,70,0,1,0,1,0
63860,445,0,0,drop,70,70,0,1,0,1,0
59018,445,0,0,drop,70,70,0,1,0,1,0
59257,445,0,0,drop,66,66,0,1,0,1,0
59254,445,0,0,drop,66,66,0,1,0,1,0
